"PROJETO";"Fase";"Região";"UF";"Município";"Escopo_RE";"Escopo_RI";"Escopo_GS";"Energia compart"
"15141888";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15022250";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15021637";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15582183";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15141900";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15578682";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15141918";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15582221";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15568407";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15022340";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15141675";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15578542";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15022374";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15022170";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15021718";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15568300";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15021580";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15022404";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15578534";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15578658";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15022420";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15162010";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15021513";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15154920";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15582140";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15021505";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15022234";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15021645";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15568652";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15021769";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15568482";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15578640";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15568350";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15568571";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15577333";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15022005";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15022145";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15022153";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15022439";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15141837";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15021890";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15141756";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15141713";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15022331";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15022366";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15574962";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15022013";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15021491";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15574865";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15021564";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15138780";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15574822";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15138771";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15554007";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15173690";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15138798";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15164241";"A";"Norte";"PA";"Portel";"S";"S";"N";
"15557405";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15562573";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15017907";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15141411";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15018423";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15017982";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15018369";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15523675";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15535509";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15017931";"A";"Norte";"PA";"Porto de Moz";"S";"S";"S";
"15018016";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15557383";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15557421";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15141330";"A";"Norte";"PA";"Porto de Moz";"S";"S";"S";
"15017966";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15018032";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15018261";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15018059";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15535606";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15535614";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15535533";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15547353";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15557570";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15141462";"A";"Norte";"PA";"Porto de Moz";"S";"S";"S";
"15557596";"A";"Norte";"PA";"Porto de Moz";"S";"S";"S";
"15018270";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15557626";"A";"Norte";"PA";"Porto de Moz";"S";"S";"S";
"15018504";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15216004";"A";"Norte";"PA";"Porto de Moz";"N";"S";"N";
"15141357";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15562581";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15018105";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15018318";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15018539";"A";"Norte";"PA";"Porto de Moz";"S";"S";"S";
"15018083";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15562565";"A";"Norte";"PA";"Porto de Moz";"S";"S";"S";
"15017915";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15018385";"A";"Norte";"PA";"Porto de Moz";"S";"S";"S";
"15562590";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15557375";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15535410";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15562620";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15141608";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15535517";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15018393";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15141578";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15523748";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15557642";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15141586";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15018156";"A";"Norte";"PA";"Porto de Moz";"S";"S";"Não";"Sim"
"15535665";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15018164";"A";"Norte";"PA";"Porto de Moz";"S";"S";"S";
"15535452";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15535541";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15535630";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15010201";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15018628";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15564959";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15583090";"A";"Norte";"PA";"Porto de Moz";"N";"S";"N";
"15017990";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15141560";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15141535";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15523730";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15018458";"A";"Norte";"PA";"Porto de Moz";"S";"S";"S";
"15557545";"A";"Norte";"PA";"Porto de Moz";"S";"S";"Não";"Sim"
"15523721";"A";"Norte";"PA";"Porto de Moz";"S";"S";"S";
"15535550";"A";"Norte";"PA";"Porto de Moz";"S";"S";"S";
"15141519";"A";"Norte";"PA";"Porto de Moz";"S";"S";"S";
"15535479";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15535444";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15018466";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15535487";"A";"Norte";"PA";"Porto de Moz";"S";"S";"S";
"15018482";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15018490";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15018210";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15018237";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15018245";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15523691";"A";"Norte";"PA";"Porto de Moz";"S";"S";"Não";"Sim"
"15018334";"A";"Norte";"PA";"Porto de Moz";"S";"S";"Não";"Sim"
"15018555";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15018563";"A";"Norte";"PA";"Porto de Moz";"S";"S";"S";
"15215016";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15018571";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15018580";"A";"Norte";"PA";"Porto de Moz";"S";"S";"Não";"Sim"
"15018598";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15535428";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15018350";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15018610";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15557600";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15158950";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15017893";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15535657";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15564444";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15165973";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15564894";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15564789";"A";"Norte";"PA";"Porto de Moz";"S";"S";"Não";"Sim"
"15564924";"A";"Norte";"PA";"Porto de Moz";"S";"S";"Não";"Sim"
"15173380";"A";"Norte";"PA";"Porto de Moz";"N";"S";"N";
"15564908";"A";"Norte";"PA";"Porto de Moz";"S";"S";"Não";"Sim"
"15176070";"A";"Norte";"PA";"Porto de Moz";"S";"S";"N";
"15527832";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15553914";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15009637";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15009378";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15542777";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15009424";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15097439";"A";"Norte";"PA";"Prainha";"S";"S";"S";
"15010791";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15009467";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15563413";"A";"Norte";"PA";"Prainha";"S";"S";"S";
"15009807";"A";"Norte";"PA";"Prainha";"N";"S";"N";
"15097420";"A";"Norte";"PA";"Prainha";"S";"S";"S";
"15009475";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15527727";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15009831";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15009866";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15009904";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15097501";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15010821";"A";"Norte";"PA";"Prainha";"S";"S";"S";
"15009939";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15583732";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15010430";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15010856";"A";"Norte";"PA";"Prainha";"S";"S";"S";
"15010953";"A";"Norte";"PA";"Prainha";"S";"S";"S";
"15583759";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15010813";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15562042";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15541495";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15009513";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15583783";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15010317";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15010635";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15541525";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15527654";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15097455";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15010368";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15583813";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15542904";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15010708";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15588122";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15527751";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15010422";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15010244";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15010910";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15097463";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15010023";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15010457";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15010465";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15010490";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15009548";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15542882";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15527700";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15010937";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15010562";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15540685";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15010716";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15564819";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15163571";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15589064";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15527590";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15009645";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15009653";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15009688";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15554058";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15009394";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15009459";"A";"Norte";"PA";"Prainha";"S";"S";"S";
"15009769";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15542866";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15009920";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15010287";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15010120";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15010147";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15010104";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15010112";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15010163";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15542971";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15554112";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15010376";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15152812";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15542874";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15010511";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15542963";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15010260";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15010600";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15010597";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15542939";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15169073";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15169081";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15169154";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"15169162";"A";"Norte";"PA";"Prainha";"S";"S";"N";
"21230951";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21079404";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21080429";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"S";
"21078980";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21361207";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21272395";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21272417";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21353344";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21268037";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21353875";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21299609";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21311803";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"Não";"Sim"
"21284806";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21231052";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21079145";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21079307";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21190339";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21079609";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21223203";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21284407";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21216967";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21216975";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21216894";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21079315";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21258090";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21255377";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21223076";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"Não";"Sim"
"21079773";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21255393";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21500231";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21223130";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21235635";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21208689";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21217459";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21079293";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21080496";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21081379";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21081018";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21081026";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21217408";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21081212";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21216843";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21222975";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21079277";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21223092";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21078793";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21081352";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21079889";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21080925";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21081115";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21079587";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21081123";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21079269";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21217467";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21079242";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21080550";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21234388";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21080810";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21217106";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21080577";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21081409";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21080062";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21081344";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21080070";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21081360";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21080534";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21078734";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21081417";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21078912";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21223033";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21080127";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21081174";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21081220";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21080747";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21222932";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21080143";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21235490";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21080976";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21217017";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21240876";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21288186";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21080585";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"21080402";"A";"Nordeste I";"MA";"Santa Luzia";"S";"S";"N";
"12007021";"A";"Norte";"AC";"Santa Rosa do Purus";"N";"S";"N";
"12025380";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"Não";"Sim"
"12074225";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12022250";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12029009";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12007080";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"Não";"Sim"
"12033626";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12032573";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"S";
"12030015";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12032956";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12023515";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12093220";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"S";
"12046434";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12007056";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"S";
"12026921";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12034231";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"S";
"12029998";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12032590";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12007064";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"S";
"12019879";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12032948";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12030392";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12033308";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12033286";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12030414";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12031860";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"S";
"12033260";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12046221";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12007030";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"S";
"12028029";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12007137";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"S";
"12007145";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12032581";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"S";
"12031488";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12018961";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"S";
"12007170";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"S";
"12028495";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12028487";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12031704";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12034223";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12019275";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12033278";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12007200";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12095257";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12007218";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12022268";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12094226";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12007250";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12095222";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12007242";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12095249";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12046426";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12034428";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12033294";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12030406";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
