"PROJETO";"Fase";"Região";"UF";"Município";"Escopo_RE";"Escopo_RI";"Escopo_GS";"Energia compart"
"27044343";"B";"Nordeste II";"AL";"Teotônio Vilela";"Sim";"Sim";"Não";
"27044386";"B";"Nordeste II";"AL";"Teotônio Vilela";"Sim";"Sim";"Não";
"27044505";"B";"Nordeste II";"AL";"Teotônio Vilela";"Sim";"Sim";"Não";
"27044530";"B";"Nordeste II";"AL";"Teotônio Vilela";"Sim";"Sim";"Não";
"27044556";"B";"Nordeste II";"AL";"Teotônio Vilela";"Sim";"Sim";"Não";
"27044599";"B";"Nordeste II";"AL";"Teotônio Vilela";"Sim";"Sim";"Não";
"27044629";"B";"Nordeste II";"AL";"Teotônio Vilela";"Sim";"Sim";"Não";
"27044670";"B";"Nordeste II";"AL";"Teotônio Vilela";"Sim";"Sim";"Não";
"27044904";"B";"Nordeste II";"AL";"Igreja Nova";"Sim";"Sim";"Não";
"27045056";"B";"Nordeste II";"AL";"Igreja Nova";"Sim";"Sim";"Não";
"27045102";"B";"Nordeste II";"AL";"Igreja Nova";"Sim";"Sim";"Não";
"27045374";"B";"Nordeste II";"AL";"Penedo";"Sim";"Sim";"Não";
"27045463";"B";"Nordeste II";"AL";"Penedo";"Sim";"Sim";"Não";
"27045480";"B";"Nordeste II";"AL";"Penedo";"Sim";"Sim";"Não";
"27045749";"B";"Nordeste II";"AL";"Piaçabuçu";"Sim";"Sim";"Não";
"27045846";"B";"Nordeste II";"AL";"Piaçabuçu";"Sim";"Sim";"Não";
"27045870";"B";"Nordeste II";"AL";"Piaçabuçu";"Sim";"Sim";"Não";
"27049663";"B";"Nordeste II";"AL";"Jundiá";"Sim";"Sim";"Não";
"27045935";"B";"Nordeste II";"AL";"Piaçabuçu";"Sim";"Sim";"Não";
"27045943";"B";"Nordeste II";"AL";"Piaçabuçu";"Sim";"Sim";"Não";
"27046001";"B";"Nordeste II";"AL";"Porto Real do Colégio";"Sim";"Sim";"Não";
"27046010";"B";"Nordeste II";"AL";"Porto Real do Colégio";"Sim";"Sim";"Não";
"27046028";"B";"Nordeste II";"AL";"Porto Real do Colégio";"Sim";"Sim";"Não";
"27046036";"B";"Nordeste II";"AL";"Porto Real do Colégio";"Sim";"Sim";"Não";
"27046052";"B";"Nordeste II";"AL";"Porto Real do Colégio";"Sim";"Sim";"Não";
"27046079";"B";"Nordeste II";"AL";"Porto Real do Colégio";"Sim";"Sim";"Não";
"27046117";"B";"Nordeste II";"AL";"Porto Real do Colégio";"Sim";"Sim";"Não";
"27046222";"B";"Nordeste II";"AL";"Porto Real do Colégio";"Sim";"Sim";"Não";
"27046249";"B";"Nordeste II";"AL";"Porto Real do Colégio";"Sim";"Sim";"Não";
"27046257";"B";"Nordeste II";"AL";"Porto Real do Colégio";"Sim";"Sim";"Não";
"27046273";"B";"Nordeste II";"AL";"Porto Real do Colégio";"Sim";"Sim";"Não";
"27046290";"B";"Nordeste II";"AL";"Porto Real do Colégio";"Sim";"Sim";"Não";
"27047938";"B";"Nordeste II";"AL";"Atalaia";"Sim";"Sim";"Não";
"27047954";"B";"Nordeste II";"AL";"Atalaia";"Sim";"Sim";"Não";
"27048292";"B";"Nordeste II";"AL";"Porto de Pedras";"Sim";"Sim";"Não";
"27036359";"B";"Nordeste II";"AL";"Maceió";"Sim";"Sim";"Não";
"27037525";"B";"Nordeste II";"AL";"Maceió";"Sim";"Sim";"Não";
"27054802";"B";"Nordeste II";"AL";"Maceió";"Sim";"Sim";"Não";
"27054829";"B";"Nordeste II";"AL";"Maceió";"Sim";"Sim";"Não";
"27216489";"B";"Nordeste II";"AL";"Maceió";"Sim";"Sim";"Não";
"27049655";"B";"Nordeste II";"AL";"Jundiá";"Sim";"Sim";"Não";
"27029476";"B";"Nordeste II";"AL";"Matriz de Camaragibe";"Sim";"Sim";"Não";
"27051790";"B";"Nordeste II";"AL";"Junqueiro";"Sim";"Sim";"Não";
"27051820";"B";"Nordeste II";"AL";"Messias";"Sim";"Sim";"Não";
"27224368";"B";"Nordeste II";"AL";"Matriz de Camaragibe";"Sim";"Sim";"Não";
"27053687";"B";"Nordeste II";"AL";"Messias";"Sim";"Sim";"Não";
"27055167";"B";"Nordeste II";"AL";"Penedo";"Sim";"Sim";"Não";
"27045919";"B";"Nordeste II";"AL";"Piaçabuçu";"Sim";"Sim";"Não";
"27053768";"B";"Nordeste II";"AL";"Piaçabuçu";"Sim";"Sim";"Não";
"27053784";"B";"Nordeste II";"AL";"Murici";"Sim";"Sim";"Não";
"27054772";"B";"Nordeste II";"AL";"Pilar";"Sim";"Sim";"Não";
"27054420";"B";"Nordeste II";"AL";"Viçosa";"Sim";"Sim";"Não";
"27054489";"B";"Nordeste II";"AL";"Junqueiro";"Sim";"Sim";"Não";
"27023028";"B";"Nordeste II";"AL";"Pindoba";"Sim";"Sim";"Não";
"27054780";"B";"Nordeste II";"AL";"Pilar";"Sim";"Sim";"Não";
"27230708";"B";"Nordeste II";"AL";"Pindoba";"Sim";"Sim";"Não";
"27033406";"B";"Nordeste II";"AL";"Porto de Pedras";"Sim";"Sim";"Não";
"27054853";"B";"Nordeste II";"AL";"São Miguel dos Campos";"Sim";"Sim";"Não";
"27033481";"B";"Nordeste II";"AL";"Porto de Pedras";"Sim";"Sim";"Não";
"27033627";"B";"Nordeste II";"AL";"Porto de Pedras";"Sim";"Sim";"Não";
"27054977";"B";"Nordeste II";"AL";"Murici";"Sim";"Sim";"Não";
"27054985";"B";"Nordeste II";"AL";"Atalaia";"Sim";"Sim";"Não";
"27054993";"B";"Nordeste II";"AL";"Marechal Deodoro";"Sim";"Sim";"Não";
"27055000";"B";"Nordeste II";"AL";"Piaçabuçu";"Sim";"Sim";"Não";
"27055027";"B";"Nordeste II";"AL";"Murici";"Sim";"Sim";"Não";
"27055035";"B";"Nordeste II";"AL";"Murici";"Sim";"Sim";"Não";
"27340023";"B";"Nordeste II";"AL";"Porto de Pedras";"Sim";"Sim";"Não";
"27053350";"B";"Nordeste II";"AL";"Rio Largo";"Sim";"Sim";"Não";
"27055108";"B";"Nordeste II";"AL";"União dos Palmares";"Sim";"Sim";"Não";
"27055116";"B";"Nordeste II";"AL";"União dos Palmares";"Sim";"Sim";"Não";
"27055159";"B";"Nordeste II";"AL";"Santana do Mundaú";"Sim";"Sim";"Não";
"27048810";"B";"Nordeste II";"AL";"Roteiro";"Sim";"Sim";"Não";
"27055175";"B";"Nordeste II";"AL";"Santana do Mundaú";"Sim";"Sim";"Não";
"27055221";"B";"Nordeste II";"AL";"Santa Luzia do Norte";"Sim";"Sim";"Não";
"27055205";"B";"Nordeste II";"AL";"Igreja Nova";"Sim";"Sim";"Não";
"27023494";"B";"Nordeste II";"AL";"Santana do Mundaú";"Sim";"Sim";"Não";
"27023532";"B";"Nordeste II";"AL";"Santana do Mundaú";"Sim";"Sim";"Não";
"27213609";"B";"Nordeste II";"AL";"Viçosa";"Sim";"Sim";"Não";
"27213668";"B";"Nordeste II";"AL";"Viçosa";"Sim";"Sim";"Não";
"27213706";"B";"Nordeste II";"AL";"Santana do Mundaú";"Sim";"Sim";"Não";
"27213722";"B";"Nordeste II";"AL";"Santana do Mundaú";"Sim";"Sim";"Não";
"27214486";"B";"Nordeste II";"AL";"São Luís do Quitunde";"Sim";"Sim";"Não";
"27215393";"B";"Nordeste II";"AL";"Junqueiro";"Sim";"Sim";"Não";
"27215440";"B";"Nordeste II";"AL";"Junqueiro";"Sim";"Sim";"Não";
"27215504";"B";"Nordeste II";"AL";"Junqueiro";"Sim";"Sim";"Não";
"27215610";"B";"Nordeste II";"AL";"Joaquim Gomes";"Sim";"Sim";"Não";
"27215660";"B";"Nordeste II";"AL";"São Luís do Quitunde";"Sim";"Sim";"Não";
"27215750";"B";"Nordeste II";"AL";"Penedo";"Sim";"Sim";"Não";
"27054861";"B";"Nordeste II";"AL";"São Miguel dos Campos";"Sim";"Sim";"Não";
"27216543";"B";"Nordeste II";"AL";"Chã Preta";"Sim";"Sim";"Não";
"27216594";"B";"Nordeste II";"AL";"Porto de Pedras";"Sim";"Sim";"Não";
"27033805";"B";"Nordeste II";"AL";"São Miguel dos Milagres";"Sim";"Sim";"Não";
"27055310";"B";"Nordeste II";"AL";"Satuba";"Sim";"Sim";"Não";
"27217060";"B";"Nordeste II";"AL";"Junqueiro";"Sim";"Sim";"Não";
"27217248";"B";"Nordeste II";"AL";"Porto de Pedras";"Sim";"Sim";"Não";
"27217469";"B";"Nordeste II";"AL";"Satuba";"Sim";"Sim";"Não";
"27218430";"B";"Nordeste II";"AL";"Japaratinga";"Sim";"Sim";"Não";
"27219283";"B";"Nordeste II";"AL";"São José da Laje";"Sim";"Sim";"Não";
"27219291";"B";"Nordeste II";"AL";"São José da Laje";"Sim";"Sim";"Não";
"27219305";"B";"Nordeste II";"AL";"São José da Laje";"Sim";"Sim";"Não";
"27219364";"B";"Nordeste II";"AL";"Murici";"Sim";"Sim";"Não";
"27219399";"B";"Nordeste II";"AL";"Murici";"Sim";"Sim";"Não";
"27219712";"B";"Nordeste II";"AL";"Branquinha";"Sim";"Sim";"Não";
"27052940";"B";"Nordeste II";"AL";"Teotônio Vilela";"Sim";"Sim";"Não";
"27219984";"B";"Nordeste II";"AL";"Santana do Mundaú";"Sim";"Sim";"Não";
"27219992";"B";"Nordeste II";"AL";"Santana do Mundaú";"Sim";"Sim";"Não";
"27220370";"B";"Nordeste II";"AL";"Viçosa";"Sim";"Sim";"Não";
"27221113";"B";"Nordeste II";"AL";"Branquinha";"Sim";"Sim";"Não";
"27221377";"B";"Nordeste II";"AL";"Satuba";"Sim";"Sim";"Não";
"27221393";"B";"Nordeste II";"AL";"Barra de Santo Antônio";"Sim";"Sim";"Não";
"27221466";"B";"Nordeste II";"AL";"Santana do Mundaú";"Sim";"Sim";"Não";
"27221601";"B";"Nordeste II";"AL";"Capela";"Sim";"Sim";"Não";
"27221610";"B";"Nordeste II";"AL";"Piaçabuçu";"Sim";"Sim";"Não";
"27221660";"B";"Nordeste II";"AL";"São Miguel dos Milagres";"Sim";"Sim";"Não";
"27221679";"B";"Nordeste II";"AL";"São Miguel dos Milagres";"Sim";"Sim";"Não";
"27221709";"B";"Nordeste II";"AL";"São Miguel dos Milagres";"Sim";"Sim";"Não";
"27221725";"B";"Nordeste II";"AL";"Porto Calvo";"Sim";"Sim";"Não";
"27221997";"B";"Nordeste II";"AL";"Atalaia";"Sim";"Sim";"Não";
"27222020";"B";"Nordeste II";"AL";"Atalaia";"Sim";"Sim";"Não";
"27222640";"B";"Nordeste II";"AL";"Pindoba";"Sim";"Sim";"Não";
"27222772";"B";"Nordeste II";"AL";"Santana do Mundaú";"Sim";"Sim";"Não";
"27222985";"B";"Nordeste II";"AL";"Atalaia";"Sim";"Sim";"Não";
"27223930";"B";"Nordeste II";"AL";"Piaçabuçu";"Sim";"Sim";"Não";
"27224147";"B";"Nordeste II";"AL";"Teotônio Vilela";"Sim";"Sim";"Não";
"27224201";"B";"Nordeste II";"AL";"Viçosa";"Sim";"Sim";"Não";
"27224341";"B";"Nordeste II";"AL";"Joaquim Gomes";"Sim";"Sim";"Não";
"27240207";"B";"Nordeste II";"AL";"Teotônio Vilela";"Sim";"Sim";"Não";
"27224538";"B";"Nordeste II";"AL";"Murici";"Sim";"Sim";"Não";
"27224643";"B";"Nordeste II";"AL";"Maragogi";"Sim";"Sim";"Não";
"27225208";"B";"Nordeste II";"AL";"Viçosa";"Sim";"Sim";"Não";
"27225321";"B";"Nordeste II";"AL";"Japaratinga";"Sim";"Sim";"Não";
"27225330";"B";"Nordeste II";"AL";"Japaratinga";"Sim";"Sim";"Não";
"27225607";"B";"Nordeste II";"AL";"Maragogi";"Sim";"Sim";"Não";
"27226247";"B";"Nordeste II";"AL";"Teotônio Vilela";"Sim";"Sim";"Não";
"27226573";"B";"Nordeste II";"AL";"Santana do Mundaú";"Sim";"Sim";"Não";
"27226727";"B";"Nordeste II";"AL";"São Luís do Quitunde";"Sim";"Sim";"Não";
"27226778";"B";"Nordeste II";"AL";"Ibateguara";"Sim";"Sim";"Não";
"27227065";"B";"Nordeste II";"AL";"Maragogi";"Sim";"Sim";"Não";
"27230058";"B";"Nordeste II";"AL";"Barra de Santo Antônio";"Sim";"Sim";"Não";
"27230520";"B";"Nordeste II";"AL";"Branquinha";"Sim";"Sim";"Não";
"27024130";"B";"Nordeste II";"AL";"União dos Palmares";"Sim";"Sim";"Não";
"27024865";"B";"Nordeste II";"AL";"União dos Palmares";"Sim";"Sim";"Não";
"27024970";"B";"Nordeste II";"AL";"União dos Palmares";"Sim";"Sim";"Não";
"27025438";"B";"Nordeste II";"AL";"Viçosa";"Sim";"Sim";"Não";
"27263002";"B";"Nordeste II";"AL";"Murici";"Sim";"Sim";"Não";
"27264009";"B";"Nordeste II";"AL";"Santana do Mundaú";"Sim";"Sim";"Não";
"27049426";"B";"Nordeste II";"AL";"Viçosa";"Sim";"Sim";"Não";
"13012584";"B";"Norte";"AM";"Alvarães";"Sim";"Sim";"Não";
"13012592";"B";"Norte";"AM";"Alvarães";"Sim";"Sim";"Não";
"13012649";"B";"Norte";"AM";"Uarini";"Sim";"Sim";"Sim";
"13012665";"B";"Norte";"AM";"Alvarães";"Sim";"Sim";"Não";
"13012690";"B";"Norte";"AM";"Alvarães";"Sim";"Sim";"Não";
"13012703";"B";"Norte";"AM";"Alvarães";"Sim";"Sim";"Não";
"13012746";"B";"Norte";"AM";"Alvarães";"Sim";"Sim";"Não";
"13012762";"B";"Norte";"AM";"Uarini";"Sim";"Sim";"Sim";
"13012789";"B";"Norte";"AM";"Alvarães";"Sim";"Sim";"Não";
"13012797";"B";"Norte";"AM";"Alvarães";"Sim";"Sim";"Não";
"13012800";"B";"Norte";"AM";"Uarini";"Sim";"Sim";"Sim";
"13012860";"B";"Norte";"AM";"Alvarães";"Sim";"Sim";"Não";
"13012878";"B";"Norte";"AM";"Alvarães";"Sim";"Sim";"Não";
"13012894";"B";"Norte";"AM";"Uarini";"Sim";"Sim";"Sim";
"13012924";"B";"Norte";"AM";"Alvarães";"Sim";"Sim";"Não";
"13012940";"B";"Norte";"AM";"Alvarães";"Sim";"Sim";"Não";
"13012983";"B";"Norte";"AM";"Uarini";"Sim";"Sim";"Sim";
"13013025";"B";"Norte";"AM";"Alvarães";"Sim";"Sim";"Não";
"13013041";"B";"Norte";"AM";"Alvarães";"Sim";"Sim";"Sim";
"13013149";"B";"Norte";"AM";"Tefé";"Sim";"Sim";"Não";
"13013165";"B";"Norte";"AM";"Tefé";"Sim";"Sim";"Não";
"13013181";"B";"Norte";"AM";"Tefé";"Sim";"Sim";"Não";
"13013602";"B";"Norte";"AM";"Tefé";"Sim";"Sim";"Não";
"13013947";"B";"Norte";"AM";"Uarini";"Sim";"Sim";"Não";
"13014048";"B";"Norte";"AM";"Uarini";"Sim";"Sim";"Não";
"13014153";"B";"Norte";"AM";"Uarini";"Sim";"Sim";"Sim";
"13014161";"B";"Norte";"AM";"Uarini";"Sim";"Sim";"Não";
"13014170";"B";"Norte";"AM";"Uarini";"Sim";"Sim";"Não";
"13014196";"B";"Norte";"AM";"Uarini";"Sim";"Sim";"Não";
"13014218";"B";"Norte";"AM";"Uarini";"Sim";"Sim";"Sim";
"13014269";"B";"Norte";"AM";"Anamã";"Sim";"Sim";"Não";
"13014447";"B";"Norte";"AM";"Anamã";"Sim";"Sim";"Não";
"13014480";"B";"Norte";"AM";"Anamã";"Sim";"Sim";"Não";
"13014498";"B";"Norte";"AM";"Anamã";"Sim";"Sim";"Não";
"13014528";"B";"Norte";"AM";"Anamã";"Sim";"Sim";"Não";
"13014587";"B";"Norte";"AM";"Anamã";"Sim";"Sim";"Não";
"13014820";"B";"Norte";"AM";"Anamã";"Sim";"Sim";"Não";
"13014897";"B";"Norte";"AM";"Anori";"Sim";"Sim";"Sim";
"13015184";"B";"Norte";"AM";"Anori";"Sim";"Sim";"Sim";
"13015206";"B";"Norte";"AM";"Anori";"Sim";"Sim";"Não";
"13015230";"B";"Norte";"AM";"Anori";"Sim";"Sim";"Sim";
"13015311";"B";"Norte";"AM";"Anori";"Sim";"Sim";"Sim";
"13015338";"B";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";
"13015346";"B";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";
"13015362";"B";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";
"13015435";"B";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";
"13015451";"B";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";
"13015460";"B";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";
"13015540";"B";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";
"13015648";"B";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";
"13015680";"B";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";
"13015699";"B";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";
"13015729";"B";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";
"13015761";"B";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";
"13015770";"B";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";
"13015800";"B";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";
"13015818";"B";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";
"13015834";"B";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";
"13015842";"B";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";
"13015877";"B";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";
"13015893";"B";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";
"13015923";"B";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";
"13015931";"B";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";
"13015974";"B";"Norte";"AM";"Beruri";"Sim";"Sim";"Sim";
"13016075";"B";"Norte";"AM";"Caapiranga";"Sim";"Sim";"Não";
"13016156";"B";"Norte";"AM";"Caapiranga";"Sim";"Sim";"Não";
"13016164";"B";"Norte";"AM";"Caapiranga";"Sim";"Sim";"Não";
"13016180";"B";"Norte";"AM";"Caapiranga";"Sim";"Sim";"Não";
"13016199";"B";"Norte";"AM";"Caapiranga";"Sim";"Sim";"Não";
"13016296";"B";"Norte";"AM";"Caapiranga";"Sim";"Sim";"Não";
"13016342";"B";"Norte";"AM";"Caapiranga";"Sim";"Sim";"Sim";
"13018329";"B";"Norte";"AM";"Codajás";"Sim";"Sim";"Não";
"13018345";"B";"Norte";"AM";"Codajás";"Sim";"Sim";"Não";
"13018353";"B";"Norte";"AM";"Codajás";"Sim";"Sim";"Sim";
"13018469";"B";"Norte";"AM";"Codajás";"Sim";"Sim";"Não";
"13018477";"B";"Norte";"AM";"Codajás";"Sim";"Sim";"Não";
"13018507";"B";"Norte";"AM";"Codajás";"Sim";"Sim";"Não";
"13018523";"B";"Norte";"AM";"Codajás";"Sim";"Sim";"Não";
"13018540";"B";"Norte";"AM";"Codajás";"Sim";"Sim";"Não";
"13018558";"B";"Norte";"AM";"Codajás";"Sim";"Sim";"Sim";
"13018574";"B";"Norte";"AM";"Codajás";"Sim";"Sim";"Não";
"13018698";"B";"Norte";"AM";"Codajás";"Sim";"Sim";"Não";
"13018760";"B";"Norte";"AM";"Codajás";"Sim";"Sim";"Não";
"13018795";"B";"Norte";"AM";"Codajás";"Sim";"Sim";"Sim";
"13018876";"B";"Norte";"AM";"Codajás";"Sim";"Sim";"Não";
"13018892";"B";"Norte";"AM";"Codajás";"Sim";"Sim";"Não";
"13018973";"B";"Norte";"AM";"Codajás";"Sim";"Sim";"Sim";
"13019112";"B";"Norte";"AM";"Autazes";"Sim";"Sim";"Não";
"13019368";"B";"Norte";"AM";"Autazes";"Sim";"Sim";"Não";
"13019384";"B";"Norte";"AM";"Autazes";"Sim";"Sim";"Não";
"13019422";"B";"Norte";"AM";"Autazes";"Sim";"Sim";"Não";
"13019481";"B";"Norte";"AM";"Autazes";"Sim";"Sim";"Sim";
"13020137";"B";"Norte";"AM";"Autazes";"Sim";"Sim";"Não";
"13020315";"B";"Norte";"AM";"Careiro";"Sim";"Sim";"Não";
"13020358";"B";"Norte";"AM";"Manaquiri";"Sim";"Sim";"Não";
"13020455";"B";"Norte";"AM";"Careiro";"Sim";"Sim";"Não";
"13020889";"B";"Norte";"AM";"Careiro";"Sim";"Sim";"Não";
"13020943";"B";"Norte";"AM";"Careiro da Várzea";"Sim";"Sim";"Não";
"13021060";"B";"Norte";"AM";"Careiro da Várzea";"Sim";"Sim";"Não";
"13021087";"B";"Norte";"AM";"Careiro da Várzea";"Sim";"Sim";"Não";
"13021141";"B";"Norte";"AM";"Careiro da Várzea";"Sim";"Sim";"Não";
"13021150";"B";"Norte";"AM";"Careiro da Várzea";"Sim";"Sim";"Não";
"13021176";"B";"Norte";"AM";"Careiro da Várzea";"Sim";"Sim";"Não";
"13021192";"B";"Norte";"AM";"Careiro da Várzea";"Sim";"Sim";"Não";
"13021214";"B";"Norte";"AM";"Careiro da Várzea";"Sim";"Sim";"Não";
"13021222";"B";"Norte";"AM";"Careiro da Várzea";"Sim";"Sim";"Não";
"13021273";"B";"Norte";"AM";"Careiro da Várzea";"Sim";"Sim";"Não";
"13021338";"B";"Norte";"AM";"Careiro da Várzea";"Sim";"Sim";"Não";
"13021400";"B";"Norte";"AM";"Careiro da Várzea";"Sim";"Sim";"Não";
"13021451";"B";"Norte";"AM";"Careiro da Várzea";"Sim";"Sim";"Não";
"13021486";"B";"Norte";"AM";"Iranduba";"Sim";"Sim";"Não";
"13021567";"B";"Norte";"AM";"Iranduba";"Sim";"Sim";"Não";
"13021621";"B";"Norte";"AM";"Iranduba";"Sim";"Sim";"Não";
"13021850";"B";"Norte";"AM";"Iranduba";"Sim";"Sim";"Não";
"13021869";"B";"Norte";"AM";"Iranduba";"Sim";"Sim";"Não";
"13021940";"B";"Norte";"AM";"Iranduba";"Sim";"Sim";"Não";
"13021982";"B";"Norte";"AM";"Iranduba";"Sim";"Sim";"Não";
"13022016";"B";"Norte";"AM";"Iranduba";"Sim";"Sim";"Não";
"13022105";"B";"Norte";"AM";"Iranduba";"Sim";"Sim";"Não";
"13022148";"B";"Norte";"AM";"Iranduba";"Sim";"Sim";"Não";
"13022156";"B";"Norte";"AM";"Iranduba";"Sim";"Sim";"Não";
"13022180";"B";"Norte";"AM";"Iranduba";"Sim";"Sim";"Não";
"13022270";"B";"Norte";"AM";"Iranduba";"Sim";"Sim";"Não";
"13022342";"B";"Norte";"AM";"Iranduba";"Sim";"Sim";"Não";
"13022440";"B";"Norte";"AM";"Manacapuru";"Sim";"Sim";"Não";
"13022474";"B";"Norte";"AM";"Manacapuru";"Sim";"Sim";"Não";
"13022539";"B";"Norte";"AM";"Manacapuru";"Sim";"Sim";"Não";
"13022555";"B";"Norte";"AM";"Manacapuru";"Sim";"Sim";"Não";
"13022806";"B";"Norte";"AM";"Manacapuru";"Sim";"Sim";"Não";
"13022881";"B";"Norte";"AM";"Manacapuru";"Sim";"Sim";"Não";
"13022911";"B";"Norte";"AM";"Manacapuru";"Sim";"Sim";"Não";
"13022962";"B";"Norte";"AM";"Manacapuru";"Sim";"Sim";"Não";
"13023110";"B";"Norte";"AM";"Manacapuru";"Sim";"Sim";"Não";
"13023217";"B";"Norte";"AM";"Manacapuru";"Sim";"Sim";"Não";
"13023225";"B";"Norte";"AM";"Manacapuru";"Sim";"Sim";"Não";
"13023241";"B";"Norte";"AM";"Manacapuru";"Sim";"Sim";"Não";
"13023306";"B";"Norte";"AM";"Manacapuru";"Sim";"Sim";"Não";
"13023365";"B";"Norte";"AM";"Manacapuru";"Sim";"Sim";"Não";
"13023420";"B";"Norte";"AM";"Manacapuru";"Sim";"Sim";"Não";
"13023462";"B";"Norte";"AM";"Manacapuru";"Sim";"Sim";"Não";
"13023560";"B";"Norte";"AM";"Manacapuru";"Sim";"Sim";"Não";
"13023713";"B";"Norte";"AM";"Manacapuru";"Sim";"Sim";"Não";
"13023870";"B";"Norte";"AM";"Manacapuru";"Sim";"Sim";"Não";
"13023934";"B";"Norte";"AM";"Manacapuru";"Sim";"Sim";"Não";
"13024019";"B";"Norte";"AM";"Manacapuru";"Sim";"Sim";"Não";
"13024175";"B";"Norte";"AM";"Manacapuru";"Sim";"Sim";"Não";
"13024329";"B";"Norte";"AM";"Manacapuru";"Sim";"Sim";"Não";
"13024337";"B";"Norte";"AM";"Manacapuru";"Sim";"Sim";"Não";
"13024353";"B";"Norte";"AM";"Manacapuru";"Sim";"Sim";"Não";
"13024361";"B";"Norte";"AM";"Manacapuru";"Sim";"Sim";"Não";
"13024434";"B";"Norte";"AM";"Manacapuru";"Sim";"Sim";"Não";
"13024655";"B";"Norte";"AM";"Manaquiri";"Sim";"Sim";"Não";
"13024957";"B";"Norte";"AM";"Manaquiri";"Sim";"Sim";"Não";
"13033042";"B";"Norte";"AM";"Itacoatiara";"Sim";"Sim";"Não";
"13033565";"B";"Norte";"AM";"Itacoatiara";"Sim";"Sim";"Não";
"13033581";"B";"Norte";"AM";"Itacoatiara";"Sim";"Sim";"Não";
"13033875";"B";"Norte";"AM";"Itacoatiara";"Sim";"Sim";"Não";
"13033921";"B";"Norte";"AM";"Itacoatiara";"Sim";"Sim";"Não";
"13034502";"B";"Norte";"AM";"Itacoatiara";"Sim";"Sim";"Não";
"13034693";"B";"Norte";"AM";"Itacoatiara";"Sim";"Sim";"Não";
"13034936";"B";"Norte";"AM";"Itacoatiara";"Sim";"Sim";"Não";
"13035193";"B";"Norte";"AM";"Itacoatiara";"Sim";"Sim";"Não";
"13035754";"B";"Norte";"AM";"Itapiranga";"Sim";"Sim";"Sim";
"13035835";"B";"Norte";"AM";"Itapiranga";"Sim";"Sim";"Não";
"13035878";"B";"Norte";"AM";"Itapiranga";"Sim";"Sim";"Não";
"13035975";"B";"Norte";"AM";"Nova Olinda do Norte";"Sim";"Sim";"Não";
"13035983";"B";"Norte";"AM";"Nova Olinda do Norte";"Sim";"Sim";"Não";
"13036041";"B";"Norte";"AM";"Nova Olinda do Norte";"Sim";"Sim";"Não";
"13036084";"B";"Norte";"AM";"Nova Olinda do Norte";"Sim";"Sim";"Não";
"13036114";"B";"Norte";"AM";"Nova Olinda do Norte";"Sim";"Sim";"Não";
"13036246";"B";"Norte";"AM";"Nova Olinda do Norte";"Sim";"Sim";"Não";
"13036416";"B";"Norte";"AM";"Nova Olinda do Norte";"Sim";"Sim";"Não";
"13036467";"B";"Norte";"AM";"Nova Olinda do Norte";"Sim";"Sim";"Não";
"13036564";"B";"Norte";"AM";"Nova Olinda do Norte";"Sim";"Sim";"Não";
"13036580";"B";"Norte";"AM";"Nova Olinda do Norte";"Sim";"Sim";"Não";
"13036602";"B";"Norte";"AM";"Nova Olinda do Norte";"Sim";"Sim";"Não";
"13036670";"B";"Norte";"AM";"Nova Olinda do Norte";"Sim";"Sim";"Sim";
"13036718";"B";"Norte";"AM";"Nova Olinda do Norte";"Sim";"Sim";"Sim";
"13036815";"B";"Norte";"AM";"Nova Olinda do Norte";"Sim";"Sim";"Sim";
"13036831";"B";"Norte";"AM";"Nova Olinda do Norte";"Sim";"Sim";"Não";
"13036890";"B";"Norte";"AM";"Nova Olinda do Norte";"Sim";"Sim";"Não";
"13036904";"B";"Norte";"AM";"Nova Olinda do Norte";"Sim";"Sim";"Não";
"13037536";"B";"Norte";"AM";"Urucurituba";"Sim";"Sim";"Não";
"13037587";"B";"Norte";"AM";"Urucurituba";"Sim";"Sim";"Não";
"13037595";"B";"Norte";"AM";"Urucurituba";"Sim";"Sim";"Não";
"13037617";"B";"Norte";"AM";"Urucurituba";"Sim";"Sim";"Sim";
"13037730";"B";"Norte";"AM";"Urucurituba";"Sim";"Sim";"Não";
